event_id,generated_at,source_node,service_name,status_code,is_synthetic,scenario_tag,telemetry_profile,cpu_pct,memory_pct,latency_ms,disk_io_pct,net_error_rate,queue_length,throughput_rate,http_5xx_rate
866d58c0-85c8-4e91-9a1f-f710f7ececec,2026-04-19T16:12:47.462023-04:00,node-01,payments-api,200,True,normal,market_aware_v1,45.077,49.624,102.65,26.747,0.341,39.278,71.395,0.547
d7071cfc-149e-41e4-96ae-1b56c779b7d0,2026-04-19T16:12:48.033286-04:00,node-01,orders-api,200,True,normal,market_aware_v1,51.347,44.826,100.866,29.384,0.361,53.234,98.984,0.884
3e2bf3dc-0868-496a-a180-52d64994ad43,2026-04-19T16:12:48.048467-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,49.214,47.028,93.586,30.628,0.545,51.805,80.375,1.034
82146887-689e-4cd3-97f7-f36615354093,2026-04-19T16:12:48.093902-04:00,node-01,payments-api,200,True,anomalous,market_aware_v1,46.479,53.757,103.029,29.467,0.748,38.679,62.164,1.097
c7f47229-e5c1-4684-aa28-9fd7b753ae91,2026-04-19T16:12:48.121960-04:00,node-01,orders-api,200,True,anomalous,market_aware_v1,55.717,49.146,94.743,35.675,0.598,44.262,103.089,0.992
b3f6fa6a-18f3-4ef9-9ad4-d0d433bfb539,2026-04-19T16:12:48.150173-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,54.301,47.947,102.472,29.435,0.482,48.244,81.419,0.864
e06c1f8e-b7a5-4a34-9cda-df325e360ef5,2026-04-19T16:12:48.170120-04:00,node-01,payments-api,200,True,normal,market_aware_v1,48.147,53.067,91.915,28.014,0.282,40.128,74.552,0.595
e7bbc7a0-2f02-4a13-b3ac-957018f086a7,2026-04-19T16:12:48.196766-04:00,node-01,orders-api,200,True,normal,market_aware_v1,54.322,48.326,73.934,33.814,0.155,38.145,111.838,0.288
240cab56-26e2-4860-be55-da2cbcb5b8c4,2026-04-19T16:12:48.216152-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,48.394,52.928,89.469,30.821,0.466,41.199,84.898,0.699
ddc07c62-fe80-481e-a764-6da645621398,2026-04-19T16:12:48.238239-04:00,node-01,payments-api,200,True,normal,market_aware_v1,46.887,52.627,119.405,28.201,0.437,56.878,63.462,1.113
66b7f631-00fe-4f7a-9d64-b95c3a84f412,2026-04-19T16:12:48.258526-04:00,node-01,orders-api,200,True,normal,market_aware_v1,49.493,49.134,89.777,30.36,0.258,42.733,104.815,0.49
ace1d22f-e0aa-4c34-b641-a0d10458c3b3,2026-04-19T16:12:48.284133-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,49.036,47.108,97.24,31.65,0.294,41.497,91.13,0.559
3325be15-9577-4825-b5c7-029996149d63,2026-04-19T16:12:48.309657-04:00,node-01,payments-api,200,True,normal,market_aware_v1,49.418,55.918,113.401,26.757,0.479,57.034,64.551,1.044
1c9fb05a-9f37-4b89-b68e-3b6793c2887b,2026-04-19T16:12:48.335957-04:00,node-01,orders-api,200,True,normal,market_aware_v1,58.978,46.959,108.43,34.08,0.437,48.236,107.048,1.155
6eb1220c-1481-4047-9f8f-fe61837d4380,2026-04-19T16:12:48.358945-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,49.449,49.514,105.102,29.912,0.544,45.086,86.539,0.837
