event_id,generated_at,source_node,service_name,status_code,is_synthetic,scenario_tag,telemetry_profile,cpu_pct,memory_pct,latency_ms,disk_io_pct,net_error_rate,queue_length,throughput_rate,http_5xx_rate
53ded5e3-e088-4f0d-bc04-fcf0fa250633,2026-04-25T17:12:08.624670-04:00,node-01,payments-api,200,True,normal,market_aware_v1,44.641,50.344,123.747,25.127,0.581,54.517,72.842,1.369
b7cc1673-1c9b-4a6b-ae7b-183bcd80525b,2026-04-25T17:12:08.627867-04:00,node-01,orders-api,200,True,normal,market_aware_v1,46.229,46.041,84.046,31.882,0.269,46.533,101.287,0.62
ad27fb28-8cdf-4b2e-bb7b-45adb84ab41a,2026-04-25T17:12:08.628632-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,48.003,51.312,85.051,31.635,0.416,44.041,83.609,0.759
0de44c4b-6463-4776-9d16-9853bb9a0bc2,2026-04-25T17:12:08.629146-04:00,node-01,payments-api,200,True,normal,market_aware_v1,43.001,49.672,108.673,26.229,0.365,45.766,68.415,0.808
6a110fe3-3a6e-4442-8c0e-2b180bc46a1a,2026-04-25T17:12:08.629617-04:00,node-01,orders-api,200,True,normal,market_aware_v1,52.698,44.49,75.146,33.006,0.166,38.373,105.826,0.319
3929de3c-e371-40d7-b935-1ff4583b1e7d,2026-04-25T17:12:08.630066-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,47.995,51.475,94.62,29.509,0.396,45.902,84.795,0.765
a7d5b06e-96ed-48fd-aead-374ca8c6625b,2026-04-25T17:12:08.630558-04:00,node-01,payments-api,200,True,normal,market_aware_v1,44.198,50.359,104.063,29.441,0.348,44.999,74.104,0.791
47fa505f-5037-40bb-8e27-d24dae6fa7cd,2026-04-25T17:12:08.631040-04:00,node-01,orders-api,200,True,normal,market_aware_v1,48.382,50.115,72.455,34.07,0.176,38.998,110.663,0.243
a2307f25-fdca-4b90-9779-76aa70eba8a0,2026-04-25T17:12:08.631530-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,51.449,50.339,94.112,29.018,0.347,39.528,91.827,0.662
dfa2ad8e-0433-47c4-9b67-51b2b2bc0206,2026-04-25T17:12:08.632013-04:00,node-01,payments-api,200,True,normal,market_aware_v1,49.732,52.159,97.23,27.604,0.357,43.766,72.421,0.714
d061d4e2-54a1-4d84-8d3b-eb9ca48ccc3e,2026-04-25T17:12:08.632504-04:00,node-01,orders-api,200,True,normal,market_aware_v1,53.097,46.476,75.676,32.165,0.21,36.662,108.488,0.243
6c1050dc-e34c-4065-979c-cacf2480309c,2026-04-25T17:12:08.632994-04:00,node-01,checkout-api,200,True,anomalous,market_aware_v1,50.76,52.616,103.544,33.645,0.723,41.977,85.848,1.169
1c512184-930e-4f2c-990d-f130bedd51e1,2026-04-25T17:12:08.633499-04:00,node-01,payments-api,200,True,normal,market_aware_v1,46.049,50.017,119.472,31.772,0.395,48.383,71.682,0.976
ab2e5775-10d5-47b1-8a56-f3edc532351b,2026-04-25T17:12:08.634015-04:00,node-01,orders-api,200,True,normal,market_aware_v1,52.614,43.627,94.758,32.049,0.307,45.548,106.951,0.525
c51ca6cd-7ec7-4cce-b7ee-05d5ff9ed8cd,2026-04-25T17:12:08.634788-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,46.408,51.352,101.451,31.723,0.476,47.186,85.047,0.867
4a20731c-fb42-419b-9e53-46bfffa707e2,2026-04-25T17:12:08.635647-04:00,node-01,payments-api,200,True,normal,market_aware_v1,44.012,51.851,94.968,27.955,0.328,46.37,66.12,0.811
9885f298-f18e-4dac-b8ff-84a7d07a1a3b,2026-04-25T17:12:08.636144-04:00,node-01,orders-api,200,True,anomalous,market_aware_v1,53.592,48.563,72.558,32.425,0.474,38.73,98.325,0.74
7b5bc642-7505-4edc-b074-938ca7ca3ab3,2026-04-25T17:12:08.636636-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,43.092,49.462,74.5,30.094,0.227,33.324,86.785,0.372
92b0f491-58b5-4423-89b4-d53923d3d7d7,2026-04-25T17:12:08.637119-04:00,node-01,payments-api,200,True,normal,market_aware_v1,41.425,50.192,92.304,25.348,0.366,38.437,59.255,0.482
fb66f1ab-efb4-41dd-89a7-cb982635a1d7,2026-04-25T17:12:08.637611-04:00,node-01,orders-api,200,True,normal,market_aware_v1,47.458,42.448,71.652,30.996,0.203,39.245,99.178,0.355
9e54e8a6-7191-49c1-a865-e8a059d78eb2,2026-04-25T17:12:08.638096-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,43.457,41.566,89.671,27.892,0.435,43.502,77.54,0.838
4b6da21e-caca-4f6d-b4e5-0195da3879b0,2026-04-25T17:12:08.638592-04:00,node-01,payments-api,200,True,normal,market_aware_v1,40.262,44.565,97.233,25.376,0.302,39.708,59.63,0.562
8b12f80c-1d0b-435a-8858-ba59797a618f,2026-04-25T17:12:08.639095-04:00,node-01,orders-api,200,True,normal,market_aware_v1,45.844,43.295,88.109,29.284,0.284,41.426,90.142,0.54
643c90bf-03a1-4952-a9ab-f7f1a2e8448c,2026-04-25T17:12:08.640050-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,40.507,46.872,84.203,27.443,0.29,35.896,75.888,0.502
2c375b6a-2091-4f28-aa3c-8d728d577398,2026-04-25T17:12:08.640895-04:00,node-01,payments-api,200,True,normal,market_aware_v1,37.753,48.339,93.382,24.495,0.375,44.846,58.537,0.836
673226a2-a775-42b0-bc53-b22b5f41087a,2026-04-25T17:12:08.642136-04:00,node-01,orders-api,200,True,anomalous,market_aware_v1,46.913,44.064,87.263,32.847,0.434,38.624,90.059,0.638
37cc4b22-5029-4a16-a767-b6881d344a45,2026-04-25T17:12:08.643030-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,41.789,44.52,96.078,26.582,0.389,47.225,72.067,0.894
4e8af19e-b705-4570-b725-08f7666ed92d,2026-04-25T17:12:08.644162-04:00,node-01,payments-api,200,True,normal,market_aware_v1,34.673,44.514,78.598,25.936,0.195,34.29,58.379,0.342
e02c936f-15d9-44ef-ae80-88af717e88d9,2026-04-25T17:12:08.644808-04:00,node-01,orders-api,200,True,normal,market_aware_v1,40.626,42.004,59.155,28.872,0.076,28.089,96.592,0.163
5f8250c6-4451-4957-bc02-fda3f39c0b58,2026-04-25T17:12:08.645686-04:00,node-01,checkout-api,200,True,anomalous,market_aware_v1,45.433,47.003,80.974,27.404,0.712,38.984,69.663,0.925
2df6b7df-9f36-4125-a7b8-088920b34b74,2026-04-25T17:12:08.646492-04:00,node-01,payments-api,200,True,normal,market_aware_v1,36.64,44.414,89.0,23.034,0.218,35.085,64.582,0.341
c9355c73-fffe-4d38-9405-1e1767768b5f,2026-04-25T17:12:08.646972-04:00,node-01,orders-api,200,True,normal,market_aware_v1,40.731,40.251,79.147,30.836,0.204,39.364,94.278,0.473
af970c57-b60b-4283-80b6-0c9f1b716e82,2026-04-25T17:12:08.647480-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,40.947,41.49,78.201,25.705,0.397,38.138,70.227,0.618
