event_id,generated_at,source_node,service_name,status_code,is_synthetic,scenario_tag,telemetry_profile,cpu_pct,memory_pct,latency_ms,disk_io_pct,net_error_rate,queue_length,throughput_rate,http_5xx_rate
86db70d9-3291-4681-b606-2232d8eb0ee4,2026-04-25T16:56:34.689834-04:00,node-01,payments-api,200,True,normal,market_aware_v1,44.053,50.828,121.461,26.188,0.576,56.391,63.698,1.519
57da0753-c471-4aec-8f3c-fdc0395be743,2026-04-25T16:56:34.693765-04:00,node-01,orders-api,200,True,normal,market_aware_v1,49.205,45.187,78.114,31.167,0.196,42.86,105.364,0.431
2cb4b5c0-5fa7-4984-9109-822b8b2f6984,2026-04-25T16:56:34.694622-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,51.092,46.537,101.787,27.212,0.363,41.15,87.26,0.573
c080cb24-16f2-4fa4-a9e3-454b90977ff0,2026-04-25T16:56:34.695131-04:00,node-01,payments-api,200,True,normal,market_aware_v1,45.463,51.534,99.819,26.887,0.326,40.135,72.589,0.633
0ec9b99a-e986-4bfb-81be-f494b5a04c8f,2026-04-25T16:56:34.695622-04:00,node-01,orders-api,200,True,normal,market_aware_v1,51.7,44.708,81.947,31.41,0.228,44.805,103.815,0.565
a39b7e39-9373-445c-b9b9-57f669f5889b,2026-04-25T16:56:34.696081-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,50.716,49.925,97.402,31.878,0.439,42.454,90.714,0.732
97329e2e-5913-4059-9ab7-32a185a342c8,2026-04-25T16:56:34.696494-04:00,node-01,payments-api,200,True,normal,market_aware_v1,45.999,48.648,106.411,25.481,0.327,43.829,74.239,0.722
74aba495-d9d7-4c31-941a-0191e6a95c7b,2026-04-25T16:56:34.696913-04:00,node-01,orders-api,200,True,normal,market_aware_v1,54.032,46.217,88.106,33.009,0.213,39.321,108.88,0.379
2472248e-28be-483f-ae33-a9148d92ea9e,2026-04-25T16:56:34.697290-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,47.504,50.162,89.44,31.026,0.355,43.064,85.082,0.602
26aa3c48-727b-4082-88fb-fccee255c798,2026-04-25T16:56:34.697690-04:00,node-01,payments-api,200,True,normal,market_aware_v1,44.622,51.7,104.487,30.814,0.283,45.313,78.168,0.581
a275bf3d-45bb-4a55-a6d5-98f7378e7841,2026-04-25T16:56:34.698107-04:00,node-01,orders-api,200,True,normal,market_aware_v1,51.212,47.521,100.861,32.21,0.334,49.864,112.229,0.761
b1a3c389-95aa-48c1-b9f4-94d6986b6be4,2026-04-25T16:56:34.698527-04:00,node-01,checkout-api,200,True,normal,market_aware_v1,50.819,50.298,82.387,32.2,0.363,42.197,85.574,0.607
1fcf585c-f20f-480b-bb8a-537cd6a925f7,2026-04-25T16:56:34.698909-04:00,node-01,payments-api,200,True,normal,market_aware_v1,43.805,51.908,91.993,27.209,0.374,39.885,73.328,0.577
06714d05-9ebf-4e72-9ee7-ce9e52f52737,2026-04-25T16:56:34.699297-04:00,node-01,orders-api,200,True,normal,market_aware_v1,50.556,48.701,75.567,32.022,0.291,35.867,110.897,0.39
